areaCode,areaName,areaType,date,cumPeopleVaccinatedSecondDoseByVaccinationDate
S12000048,Perth and Kinross,utla,2021-06-26,83121
E06000007,Warrington,utla,2021-06-25,108673
E06000020,Telford and Wrekin,utla,2021-06-25,87991
E06000035,Medway,utla,2021-06-25,124181
E06000057,Northumberland,utla,2021-06-25,187751
E08000013,St. Helens,utla,2021-06-25,97149
E09000010,Enfield,utla,2021-06-25,148374
E09000021,Kingston upon Thames,utla,2021-06-25,71541
E10000003,Cambridgeshire,utla,2021-06-25,328987
E10000025,Oxfordshire,utla,2021-06-25,341786
E10000027,Somerset,utla,2021-06-25,316596
E10000032,West Sussex,utla,2021-06-25,463811
S12000027,Shetland Islands,utla,2021-06-25,13321
S12000033,Aberdeen City,utla,2021-06-25,96743
S12000048,Perth and Kinross,utla,2021-06-25,82695
E06000007,Warrington,utla,2021-06-24,108395
E06000020,Telford and Wrekin,utla,2021-06-24,87599
E06000035,Medway,utla,2021-06-24,123131
E06000057,Northumberland,utla,2021-06-24,186654
E08000013,St. Helens,utla,2021-06-24,96758
E09000010,Enfield,utla,2021-06-24,147347
E09000021,Kingston upon Thames,utla,2021-06-24,70773
E10000003,Cambridgeshire,utla,2021-06-24,327341
E10000025,Oxfordshire,utla,2021-06-24,340143
E10000027,Somerset,utla,2021-06-24,315686
E10000032,West Sussex,utla,2021-06-24,462763
S12000027,Shetland Islands,utla,2021-06-24,13110
S12000033,Aberdeen City,utla,2021-06-24,96504
S12000048,Perth and Kinross,utla,2021-06-24,82158
E06000007,Warrington,utla,2021-06-23,107890
E06000020,Telford and Wrekin,utla,2021-06-23,87327
E06000035,Medway,utla,2021-06-23,122758
E06000057,Northumberland,utla,2021-06-23,185501
E08000013,St. Helens,utla,2021-06-23,96644
E09000010,Enfield,utla,2021-06-23,146534
E09000021,Kingston upon Thames,utla,2021-06-23,70290
E10000003,Cambridgeshire,utla,2021-06-23,325264
E10000025,Oxfordshire,utla,2021-06-23,337581
E10000027,Somerset,utla,2021-06-23,314857
E10000032,West Sussex,utla,2021-06-23,461034
S12000027,Shetland Islands,utla,2021-06-23,13106
S12000033,Aberdeen City,utla,2021-06-23,96357
S12000048,Perth and Kinross,utla,2021-06-23,81784
E06000007,Warrington,utla,2021-06-22,106911
E06000020,Telford and Wrekin,utla,2021-06-22,87114
E06000035,Medway,utla,2021-06-22,122315
E06000057,Northumberland,utla,2021-06-22,184214
E08000013,St. Helens,utla,2021-06-22,96418
E09000010,Enfield,utla,2021-06-22,145304
E09000021,Kingston upon Thames,utla,2021-06-22,69895
E10000003,Cambridgeshire,utla,2021-06-22,323736
E10000025,Oxfordshire,utla,2021-06-22,334994
E10000027,Somerset,utla,2021-06-22,314347
E10000032,West Sussex,utla,2021-06-22,460020
S12000027,Shetland Islands,utla,2021-06-22,12921
S12000033,Aberdeen City,utla,2021-06-22,96263
S12000048,Perth and Kinross,utla,2021-06-22,81391
E06000007,Warrington,utla,2021-06-21,106081
E06000020,Telford and Wrekin,utla,2021-06-21,86803
E06000035,Medway,utla,2021-06-21,122091
E06000057,Northumberland,utla,2021-06-21,182488
E08000013,St. Helens,utla,2021-06-21,96082
E09000010,Enfield,utla,2021-06-21,144488
E09000021,Kingston upon Thames,utla,2021-06-21,69537
E10000003,Cambridgeshire,utla,2021-06-21,322392
E10000025,Oxfordshire,utla,2021-06-21,333200
E10000027,Somerset,utla,2021-06-21,313878
E10000032,West Sussex,utla,2021-06-21,458755
S12000027,Shetland Islands,utla,2021-06-21,12702
S12000033,Aberdeen City,utla,2021-06-21,95951
S12000048,Perth and Kinross,utla,2021-06-21,81062
E06000007,Warrington,utla,2021-06-20,105279
E06000020,Telford and Wrekin,utla,2021-06-20,86468
E06000035,Medway,utla,2021-06-20,121532
E06000057,Northumberland,utla,2021-06-20,182016
E08000013,St. Helens,utla,2021-06-20,95764
E09000010,Enfield,utla,2021-06-20,143485
E09000021,Kingston upon Thames,utla,2021-06-20,69288
E10000003,Cambridgeshire,utla,2021-06-20,321603
E10000025,Oxfordshire,utla,2021-06-20,332341
E10000027,Somerset,utla,2021-06-20,313406
E10000032,West Sussex,utla,2021-06-20,457230
S12000027,Shetland Islands,utla,2021-06-20,12700
S12000033,Aberdeen City,utla,2021-06-20,94945
S12000048,Perth and Kinross,utla,2021-06-20,80982
E06000007,Warrington,utla,2021-06-19,105193
E06000020,Telford and Wrekin,utla,2021-06-19,86454
E06000035,Medway,utla,2021-06-19,121289
E06000057,Northumberland,utla,2021-06-19,181541
E08000013,St. Helens,utla,2021-06-19,95445
E09000010,Enfield,utla,2021-06-19,142509
E09000021,Kingston upon Thames,utla,2021-06-19,69070
E10000003,Cambridgeshire,utla,2021-06-19,320934
E10000025,Oxfordshire,utla,2021-06-19,331974
E10000027,Somerset,utla,2021-06-19,313023
E10000032,West Sussex,utla,2021-06-19,455833
S12000027,Shetland Islands,utla,2021-06-19,12700
S12000033,Aberdeen City,utla,2021-06-19,94914
S12000048,Perth and Kinross,utla,2021-06-19,80858
E06000007,Warrington,utla,2021-06-18,104421
E06000020,Telford and Wrekin,utla,2021-06-18,86201
E06000035,Medway,utla,2021-06-18,120491
E06000057,Northumberland,utla,2021-06-18,180196
E08000013,St. Helens,utla,2021-06-18,94859
E09000010,Enfield,utla,2021-06-18,141439
E09000021,Kingston upon Thames,utla,2021-06-18,68479
E10000003,Cambridgeshire,utla,2021-06-18,317229
E10000025,Oxfordshire,utla,2021-06-18,329026
E10000027,Somerset,utla,2021-06-18,311385
E10000032,West Sussex,utla,2021-06-18,453602
S12000027,Shetland Islands,utla,2021-06-18,12572
S12000033,Aberdeen City,utla,2021-06-18,94677
S12000048,Perth and Kinross,utla,2021-06-18,80643
E06000007,Warrington,utla,2021-06-17,103712
E06000020,Telford and Wrekin,utla,2021-06-17,86157
E06000035,Medway,utla,2021-06-17,119247
E06000057,Northumberland,utla,2021-06-17,178255
E08000013,St. Helens,utla,2021-06-17,94423
E09000010,Enfield,utla,2021-06-17,139738
E09000021,Kingston upon Thames,utla,2021-06-17,67481
E10000003,Cambridgeshire,utla,2021-06-17,315874
E10000025,Oxfordshire,utla,2021-06-17,325695
E10000027,Somerset,utla,2021-06-17,310132
E10000032,West Sussex,utla,2021-06-17,448946
S12000027,Shetland Islands,utla,2021-06-17,12557
S12000033,Aberdeen City,utla,2021-06-17,94405
S12000048,Perth and Kinross,utla,2021-06-17,80462
E06000007,Warrington,utla,2021-06-16,102221
E06000020,Telford and Wrekin,utla,2021-06-16,86025
E06000035,Medway,utla,2021-06-16,118363
E06000057,Northumberland,utla,2021-06-16,175917
E08000013,St. Helens,utla,2021-06-16,94143
E09000010,Enfield,utla,2021-06-16,138123
E09000021,Kingston upon Thames,utla,2021-06-16,66820
E10000003,Cambridgeshire,utla,2021-06-16,313887
E10000025,Oxfordshire,utla,2021-06-16,323769
E10000027,Somerset,utla,2021-06-16,308667
E10000032,West Sussex,utla,2021-06-16,446268
S12000027,Shetland Islands,utla,2021-06-16,12557
S12000033,Aberdeen City,utla,2021-06-16,94143
S12000048,Perth and Kinross,utla,2021-06-16,80297
E06000007,Warrington,utla,2021-06-15,101022
E06000020,Telford and Wrekin,utla,2021-06-15,85340
E06000035,Medway,utla,2021-06-15,117110
E06000057,Northumberland,utla,2021-06-15,174860
E08000013,St. Helens,utla,2021-06-15,93542
E09000010,Enfield,utla,2021-06-15,136159
E09000021,Kingston upon Thames,utla,2021-06-15,66255
E10000003,Cambridgeshire,utla,2021-06-15,312282
E10000025,Oxfordshire,utla,2021-06-15,321446
E10000027,Somerset,utla,2021-06-15,307270
E10000032,West Sussex,utla,2021-06-15,444046
S12000027,Shetland Islands,utla,2021-06-15,12521
S12000033,Aberdeen City,utla,2021-06-15,93635
S12000048,Perth and Kinross,utla,2021-06-15,79980
E06000007,Warrington,utla,2021-06-14,99821
E06000020,Telford and Wrekin,utla,2021-06-14,84962
E06000035,Medway,utla,2021-06-14,115671
E06000057,Northumberland,utla,2021-06-14,173499
E08000013,St. Helens,utla,2021-06-14,92942
E09000010,Enfield,utla,2021-06-14,134398
E09000021,Kingston upon Thames,utla,2021-06-14,65734
E10000003,Cambridgeshire,utla,2021-06-14,310836
E10000025,Oxfordshire,utla,2021-06-14,319151
E10000027,Somerset,utla,2021-06-14,305976
E10000032,West Sussex,utla,2021-06-14,441628
S12000027,Shetland Islands,utla,2021-06-14,12521
S12000033,Aberdeen City,utla,2021-06-14,92473
S12000048,Perth and Kinross,utla,2021-06-14,79721
E06000007,Warrington,utla,2021-06-13,98730
E06000020,Telford and Wrekin,utla,2021-06-13,84315
E06000035,Medway,utla,2021-06-13,114329
E06000057,Northumberland,utla,2021-06-13,172707
E08000013,St. Helens,utla,2021-06-13,92230
E09000010,Enfield,utla,2021-06-13,132918
E09000021,Kingston upon Thames,utla,2021-06-13,65263
E10000003,Cambridgeshire,utla,2021-06-13,309366
E10000025,Oxfordshire,utla,2021-06-13,317666
E10000027,Somerset,utla,2021-06-13,304152
E10000032,West Sussex,utla,2021-06-13,439523
S12000027,Shetland Islands,utla,2021-06-13,12520
S12000033,Aberdeen City,utla,2021-06-13,91309
S12000048,Perth and Kinross,utla,2021-06-13,79505
E06000007,Warrington,utla,2021-06-12,98624
E06000020,Telford and Wrekin,utla,2021-06-12,84271
E06000035,Medway,utla,2021-06-12,113569
E06000057,Northumberland,utla,2021-06-12,171602
E08000013,St. Helens,utla,2021-06-12,91770
E09000010,Enfield,utla,2021-06-12,131796
E09000021,Kingston upon Thames,utla,2021-06-12,64979
E10000003,Cambridgeshire,utla,2021-06-12,307869
E10000025,Oxfordshire,utla,2021-06-12,316521
E10000027,Somerset,utla,2021-06-12,303102
E10000032,West Sussex,utla,2021-06-12,437114
S12000027,Shetland Islands,utla,2021-06-12,12520
S12000033,Aberdeen City,utla,2021-06-12,90126
S12000048,Perth and Kinross,utla,2021-06-12,78529
E06000007,Warrington,utla,2021-06-11,97652
E06000020,Telford and Wrekin,utla,2021-06-11,84180
E06000035,Medway,utla,2021-06-11,112666
E06000057,Northumberland,utla,2021-06-11,168723
E08000013,St. Helens,utla,2021-06-11,91166
E09000010,Enfield,utla,2021-06-11,130189
E09000021,Kingston upon Thames,utla,2021-06-11,64372
E10000003,Cambridgeshire,utla,2021-06-11,304598
E10000025,Oxfordshire,utla,2021-06-11,313365
E10000027,Somerset,utla,2021-06-11,301159
E10000032,West Sussex,utla,2021-06-11,431941
S12000027,Shetland Islands,utla,2021-06-11,12519
S12000033,Aberdeen City,utla,2021-06-11,88878
S12000048,Perth and Kinross,utla,2021-06-11,77766
E06000007,Warrington,utla,2021-06-10,96819
E06000020,Telford and Wrekin,utla,2021-06-10,83499
E06000035,Medway,utla,2021-06-10,111365
E06000057,Northumberland,utla,2021-06-10,166342
E08000013,St. Helens,utla,2021-06-10,90451
E09000010,Enfield,utla,2021-06-10,128595
E09000021,Kingston upon Thames,utla,2021-06-10,63882
E10000003,Cambridgeshire,utla,2021-06-10,302614
E10000025,Oxfordshire,utla,2021-06-10,310929
E10000027,Somerset,utla,2021-06-10,298604
E10000032,West Sussex,utla,2021-06-10,426997
S12000027,Shetland Islands,utla,2021-06-10,12333
S12000033,Aberdeen City,utla,2021-06-10,87560
S12000048,Perth and Kinross,utla,2021-06-10,76229
E06000007,Warrington,utla,2021-06-09,95818
E06000020,Telford and Wrekin,utla,2021-06-09,83020
E06000035,Medway,utla,2021-06-09,110183
E06000057,Northumberland,utla,2021-06-09,163320
E08000013,St. Helens,utla,2021-06-09,89859
E09000010,Enfield,utla,2021-06-09,126798
E09000021,Kingston upon Thames,utla,2021-06-09,63289
E10000003,Cambridgeshire,utla,2021-06-09,299936
E10000025,Oxfordshire,utla,2021-06-09,308541
E10000027,Somerset,utla,2021-06-09,296485
E10000032,West Sussex,utla,2021-06-09,423245
S12000027,Shetland Islands,utla,2021-06-09,12322
S12000033,Aberdeen City,utla,2021-06-09,86038
S12000048,Perth and Kinross,utla,2021-06-09,74704
E06000007,Warrington,utla,2021-06-08,94375
E06000020,Telford and Wrekin,utla,2021-06-08,82554
E06000035,Medway,utla,2021-06-08,108244
E06000057,Northumberland,utla,2021-06-08,162070
E08000013,St. Helens,utla,2021-06-08,89283
E09000010,Enfield,utla,2021-06-08,125195
E09000021,Kingston upon Thames,utla,2021-06-08,62820
E10000003,Cambridgeshire,utla,2021-06-08,296135
E10000025,Oxfordshire,utla,2021-06-08,305880
E10000027,Somerset,utla,2021-06-08,294298
E10000032,West Sussex,utla,2021-06-08,420217
S12000027,Shetland Islands,utla,2021-06-08,12259
S12000033,Aberdeen City,utla,2021-06-08,84790
S12000048,Perth and Kinross,utla,2021-06-08,73227
E06000007,Warrington,utla,2021-06-07,92837
E06000020,Telford and Wrekin,utla,2021-06-07,81880
E06000035,Medway,utla,2021-06-07,106742
E06000057,Northumberland,utla,2021-06-07,161084
E08000013,St. Helens,utla,2021-06-07,88640
E09000010,Enfield,utla,2021-06-07,123921
E09000021,Kingston upon Thames,utla,2021-06-07,62321
E10000003,Cambridgeshire,utla,2021-06-07,293616
E10000025,Oxfordshire,utla,2021-06-07,303631
E10000027,Somerset,utla,2021-06-07,291827
E10000032,West Sussex,utla,2021-06-07,416978
S12000027,Shetland Islands,utla,2021-06-07,12258
S12000033,Aberdeen City,utla,2021-06-07,83252
S12000048,Perth and Kinross,utla,2021-06-07,71734
E06000007,Warrington,utla,2021-06-06,91826
E06000020,Telford and Wrekin,utla,2021-06-06,80394
E06000035,Medway,utla,2021-06-06,104941
E06000057,Northumberland,utla,2021-06-06,159979
E08000013,St. Helens,utla,2021-06-06,87879
E09000010,Enfield,utla,2021-06-06,121419
E09000021,Kingston upon Thames,utla,2021-06-06,61778
E10000003,Cambridgeshire,utla,2021-06-06,291368
E10000025,Oxfordshire,utla,2021-06-06,301195
E10000027,Somerset,utla,2021-06-06,289784
E10000032,West Sussex,utla,2021-06-06,413245
S12000027,Shetland Islands,utla,2021-06-06,12253
S12000033,Aberdeen City,utla,2021-06-06,82296
S12000048,Perth and Kinross,utla,2021-06-06,70145
E06000007,Warrington,utla,2021-06-05,91718
E06000020,Telford and Wrekin,utla,2021-06-05,79877
E06000035,Medway,utla,2021-06-05,103970
E06000057,Northumberland,utla,2021-06-05,158886
E08000013,St. Helens,utla,2021-06-05,87457
E09000010,Enfield,utla,2021-06-05,120331
E09000021,Kingston upon Thames,utla,2021-06-05,61154
E10000003,Cambridgeshire,utla,2021-06-05,289179
E10000025,Oxfordshire,utla,2021-06-05,299039
E10000027,Somerset,utla,2021-06-05,288439
E10000032,West Sussex,utla,2021-06-05,410449
S12000027,Shetland Islands,utla,2021-06-05,12253
S12000033,Aberdeen City,utla,2021-06-05,81174
S12000048,Perth and Kinross,utla,2021-06-05,68356
E06000007,Warrington,utla,2021-06-04,90743
E06000020,Telford and Wrekin,utla,2021-06-04,79126
E06000035,Medway,utla,2021-06-04,102160
E06000057,Northumberland,utla,2021-06-04,155351
E08000013,St. Helens,utla,2021-06-04,86683
E09000010,Enfield,utla,2021-06-04,118790
E09000021,Kingston upon Thames,utla,2021-06-04,59317
E10000003,Cambridgeshire,utla,2021-06-04,283666
E10000025,Oxfordshire,utla,2021-06-04,294544
E10000027,Somerset,utla,2021-06-04,285882
E10000032,West Sussex,utla,2021-06-04,403830
S12000027,Shetland Islands,utla,2021-06-04,12107
S12000033,Aberdeen City,utla,2021-06-04,79698
S12000048,Perth and Kinross,utla,2021-06-04,66824
E06000007,Warrington,utla,2021-06-03,89900
E06000020,Telford and Wrekin,utla,2021-06-03,78220
E06000035,Medway,utla,2021-06-03,99687
E06000057,Northumberland,utla,2021-06-03,153917
E08000013,St. Helens,utla,2021-06-03,85877
E09000010,Enfield,utla,2021-06-03,117393
E09000021,Kingston upon Thames,utla,2021-06-03,58753
E10000003,Cambridgeshire,utla,2021-06-03,280934
E10000025,Oxfordshire,utla,2021-06-03,290435
E10000027,Somerset,utla,2021-06-03,282233
E10000032,West Sussex,utla,2021-06-03,398754
S12000027,Shetland Islands,utla,2021-06-03,12107
S12000033,Aberdeen City,utla,2021-06-03,78577
S12000048,Perth and Kinross,utla,2021-06-03,65087
E06000007,Warrington,utla,2021-06-02,89123
E06000020,Telford and Wrekin,utla,2021-06-02,77711
E06000035,Medway,utla,2021-06-02,97743
E06000057,Northumberland,utla,2021-06-02,152230
E08000013,St. Helens,utla,2021-06-02,85327
E09000010,Enfield,utla,2021-06-02,116838
E09000021,Kingston upon Thames,utla,2021-06-02,58082
E10000003,Cambridgeshire,utla,2021-06-02,277064
E10000025,Oxfordshire,utla,2021-06-02,286738
E10000027,Somerset,utla,2021-06-02,279262
E10000032,West Sussex,utla,2021-06-02,394649
S12000027,Shetland Islands,utla,2021-06-02,11646
S12000033,Aberdeen City,utla,2021-06-02,77015
S12000048,Perth and Kinross,utla,2021-06-02,63422
E06000007,Warrington,utla,2021-06-01,87249
E06000020,Telford and Wrekin,utla,2021-06-01,76720
E06000035,Medway,utla,2021-06-01,96015
E06000057,Northumberland,utla,2021-06-01,150534
E08000013,St. Helens,utla,2021-06-01,84762
E09000010,Enfield,utla,2021-06-01,116233
E09000021,Kingston upon Thames,utla,2021-06-01,57634
E10000003,Cambridgeshire,utla,2021-06-01,272766
E10000025,Oxfordshire,utla,2021-06-01,283476
E10000027,Somerset,utla,2021-06-01,275899
E10000032,West Sussex,utla,2021-06-01,391811
S12000027,Shetland Islands,utla,2021-06-01,11196
S12000033,Aberdeen City,utla,2021-06-01,75478
S12000048,Perth and Kinross,utla,2021-06-01,62021
E06000007,Warrington,utla,2021-05-31,84934
E06000020,Telford and Wrekin,utla,2021-05-31,75216
E06000035,Medway,utla,2021-05-31,94289
E06000057,Northumberland,utla,2021-05-31,149501
E08000013,St. Helens,utla,2021-05-31,84216
E09000010,Enfield,utla,2021-05-31,114426
E09000021,Kingston upon Thames,utla,2021-05-31,56968
E10000003,Cambridgeshire,utla,2021-05-31,269134
E10000025,Oxfordshire,utla,2021-05-31,281011
E10000027,Somerset,utla,2021-05-31,273629
E10000032,West Sussex,utla,2021-05-31,388311
S12000027,Shetland Islands,utla,2021-05-31,11187
S12000033,Aberdeen City,utla,2021-05-31,73908
S12000048,Perth and Kinross,utla,2021-05-31,60239
E06000007,Warrington,utla,2021-05-30,84690
E06000020,Telford and Wrekin,utla,2021-05-30,74224
E06000035,Medway,utla,2021-05-30,93102
E06000057,Northumberland,utla,2021-05-30,148546
E08000013,St. Helens,utla,2021-05-30,83911
E09000010,Enfield,utla,2021-05-30,114027
E09000021,Kingston upon Thames,utla,2021-05-30,56608
E10000003,Cambridgeshire,utla,2021-05-30,267471
E10000025,Oxfordshire,utla,2021-05-30,279631
E10000027,Somerset,utla,2021-05-30,272490
E10000032,West Sussex,utla,2021-05-30,386791
S12000027,Shetland Islands,utla,2021-05-30,11134
S12000033,Aberdeen City,utla,2021-05-30,72125
S12000048,Perth and Kinross,utla,2021-05-30,58712
E06000007,Warrington,utla,2021-05-29,84584
E06000020,Telford and Wrekin,utla,2021-05-29,73674
E06000035,Medway,utla,2021-05-29,92237
E06000057,Northumberland,utla,2021-05-29,145790
E08000013,St. Helens,utla,2021-05-29,83586
E09000010,Enfield,utla,2021-05-29,113042
E09000021,Kingston upon Thames,utla,2021-05-29,56324
E10000003,Cambridgeshire,utla,2021-05-29,264268
E10000025,Oxfordshire,utla,2021-05-29,277313
E10000027,Somerset,utla,2021-05-29,271469
E10000032,West Sussex,utla,2021-05-29,383253
S12000027,Shetland Islands,utla,2021-05-29,11134
S12000033,Aberdeen City,utla,2021-05-29,71267
S12000048,Perth and Kinross,utla,2021-05-29,58670
E06000007,Warrington,utla,2021-05-28,83755
E06000020,Telford and Wrekin,utla,2021-05-28,72917
E06000035,Medway,utla,2021-05-28,91271
E06000057,Northumberland,utla,2021-05-28,140963
E08000013,St. Helens,utla,2021-05-28,83134
E09000010,Enfield,utla,2021-05-28,111797
E09000021,Kingston upon Thames,utla,2021-05-28,55225
E10000003,Cambridgeshire,utla,2021-05-28,259114
E10000025,Oxfordshire,utla,2021-05-28,270031
E10000027,Somerset,utla,2021-05-28,267823
E10000032,West Sussex,utla,2021-05-28,374368
S12000027,Shetland Islands,utla,2021-05-28,11133
S12000033,Aberdeen City,utla,2021-05-28,70683
S12000048,Perth and Kinross,utla,2021-05-28,58630
E06000007,Warrington,utla,2021-05-27,83227
E06000020,Telford and Wrekin,utla,2021-05-27,71697
E06000035,Medway,utla,2021-05-27,88948
E06000057,Northumberland,utla,2021-05-27,138466
E08000013,St. Helens,utla,2021-05-27,82839
E09000010,Enfield,utla,2021-05-27,110526
E09000021,Kingston upon Thames,utla,2021-05-27,54630
E10000003,Cambridgeshire,utla,2021-05-27,256221
E10000025,Oxfordshire,utla,2021-05-27,265477
E10000027,Somerset,utla,2021-05-27,263072
E10000032,West Sussex,utla,2021-05-27,368841
S12000027,Shetland Islands,utla,2021-05-27,10723
S12000033,Aberdeen City,utla,2021-05-27,69775
S12000048,Perth and Kinross,utla,2021-05-27,58372
E06000007,Warrington,utla,2021-05-26,80972
E06000020,Telford and Wrekin,utla,2021-05-26,70429
E06000035,Medway,utla,2021-05-26,87101
E06000057,Northumberland,utla,2021-05-26,136983
E08000013,St. Helens,utla,2021-05-26,82001
E09000010,Enfield,utla,2021-05-26,109446
E09000021,Kingston upon Thames,utla,2021-05-26,53594
E10000003,Cambridgeshire,utla,2021-05-26,251894
E10000025,Oxfordshire,utla,2021-05-26,258883
E10000027,Somerset,utla,2021-05-26,257550
E10000032,West Sussex,utla,2021-05-26,364132
S12000027,Shetland Islands,utla,2021-05-26,10361
S12000033,Aberdeen City,utla,2021-05-26,68635
S12000048,Perth and Kinross,utla,2021-05-26,58041
E06000007,Warrington,utla,2021-05-25,78468
E06000020,Telford and Wrekin,utla,2021-05-25,69239
E06000035,Medway,utla,2021-05-25,85785
E06000057,Northumberland,utla,2021-05-25,134121
E08000013,St. Helens,utla,2021-05-25,81214
E09000010,Enfield,utla,2021-05-25,108372
E09000021,Kingston upon Thames,utla,2021-05-25,52939
E10000003,Cambridgeshire,utla,2021-05-25,245581
E10000025,Oxfordshire,utla,2021-05-25,250170
E10000027,Somerset,utla,2021-05-25,251934
E10000032,West Sussex,utla,2021-05-25,359876
S12000027,Shetland Islands,utla,2021-05-25,10361
S12000033,Aberdeen City,utla,2021-05-25,67345
S12000048,Perth and Kinross,utla,2021-05-25,57807
E06000007,Warrington,utla,2021-05-24,77142
E06000020,Telford and Wrekin,utla,2021-05-24,68035
E06000035,Medway,utla,2021-05-24,84460
E06000057,Northumberland,utla,2021-05-24,132278
E08000013,St. Helens,utla,2021-05-24,80065
E09000010,Enfield,utla,2021-05-24,107488
E09000021,Kingston upon Thames,utla,2021-05-24,51958
E10000003,Cambridgeshire,utla,2021-05-24,241423
E10000025,Oxfordshire,utla,2021-05-24,242019
E10000027,Somerset,utla,2021-05-24,248418
E10000032,West Sussex,utla,2021-05-24,356911
S12000027,Shetland Islands,utla,2021-05-24,10333
S12000033,Aberdeen City,utla,2021-05-24,66003
S12000048,Perth and Kinross,utla,2021-05-24,57503
E06000007,Warrington,utla,2021-05-23,75258
E06000020,Telford and Wrekin,utla,2021-05-23,66289
E06000035,Medway,utla,2021-05-23,83073
E06000057,Northumberland,utla,2021-05-23,131209
E08000013,St. Helens,utla,2021-05-23,78355
E09000010,Enfield,utla,2021-05-23,105704
E09000021,Kingston upon Thames,utla,2021-05-23,51347
E10000003,Cambridgeshire,utla,2021-05-23,239426
E10000025,Oxfordshire,utla,2021-05-23,237950
E10000027,Somerset,utla,2021-05-23,245897
E10000032,West Sussex,utla,2021-05-23,354005
S12000027,Shetland Islands,utla,2021-05-23,10333
S12000033,Aberdeen City,utla,2021-05-23,65307
S12000048,Perth and Kinross,utla,2021-05-23,57162
E06000007,Warrington,utla,2021-05-22,75122
E06000020,Telford and Wrekin,utla,2021-05-22,65724
E06000035,Medway,utla,2021-05-22,82573
E06000057,Northumberland,utla,2021-05-22,129434
E08000013,St. Helens,utla,2021-05-22,77867
E09000010,Enfield,utla,2021-05-22,103965
E09000021,Kingston upon Thames,utla,2021-05-22,51047
E10000003,Cambridgeshire,utla,2021-05-22,235696
E10000025,Oxfordshire,utla,2021-05-22,236379
E10000027,Somerset,utla,2021-05-22,244762
E10000032,West Sussex,utla,2021-05-22,351632
S12000027,Shetland Islands,utla,2021-05-22,10332
S12000033,Aberdeen City,utla,2021-05-22,65258
S12000048,Perth and Kinross,utla,2021-05-22,56884
E06000007,Warrington,utla,2021-05-21,74488
E06000020,Telford and Wrekin,utla,2021-05-21,64169
E06000035,Medway,utla,2021-05-21,80495
E06000057,Northumberland,utla,2021-05-21,124756
E08000013,St. Helens,utla,2021-05-21,77258
E09000010,Enfield,utla,2021-05-21,102501
E09000021,Kingston upon Thames,utla,2021-05-21,49295
E10000003,Cambridgeshire,utla,2021-05-21,227878
E10000025,Oxfordshire,utla,2021-05-21,223585
E10000027,Somerset,utla,2021-05-21,241805
E10000032,West Sussex,utla,2021-05-21,341568
S12000027,Shetland Islands,utla,2021-05-21,9791
S12000033,Aberdeen City,utla,2021-05-21,65145
S12000048,Perth and Kinross,utla,2021-05-21,56410
E06000007,Warrington,utla,2021-05-20,73760
E06000020,Telford and Wrekin,utla,2021-05-20,62337
E06000035,Medway,utla,2021-05-20,79095
E06000057,Northumberland,utla,2021-05-20,122586
E08000013,St. Helens,utla,2021-05-20,75377
E09000010,Enfield,utla,2021-05-20,100745
E09000021,Kingston upon Thames,utla,2021-05-20,48861
E10000003,Cambridgeshire,utla,2021-05-20,224547
E10000025,Oxfordshire,utla,2021-05-20,218951
E10000027,Somerset,utla,2021-05-20,239276
E10000032,West Sussex,utla,2021-05-20,332452
S12000027,Shetland Islands,utla,2021-05-20,9322
S12000033,Aberdeen City,utla,2021-05-20,64675
S12000048,Perth and Kinross,utla,2021-05-20,55828
E06000007,Warrington,utla,2021-05-19,71411
E06000020,Telford and Wrekin,utla,2021-05-19,60728
E06000035,Medway,utla,2021-05-19,77965
E06000057,Northumberland,utla,2021-05-19,121181
E08000013,St. Helens,utla,2021-05-19,73839
E09000010,Enfield,utla,2021-05-19,99081
E09000021,Kingston upon Thames,utla,2021-05-19,48039
E10000003,Cambridgeshire,utla,2021-05-19,219888
E10000025,Oxfordshire,utla,2021-05-19,214159
E10000027,Somerset,utla,2021-05-19,234580
E10000032,West Sussex,utla,2021-05-19,327257
S12000027,Shetland Islands,utla,2021-05-19,9284
S12000033,Aberdeen City,utla,2021-05-19,63072
S12000048,Perth and Kinross,utla,2021-05-19,55367
E06000007,Warrington,utla,2021-05-18,70385
E06000020,Telford and Wrekin,utla,2021-05-18,59319
E06000035,Medway,utla,2021-05-18,76470
E06000057,Northumberland,utla,2021-05-18,118875
E08000013,St. Helens,utla,2021-05-18,72324
E09000010,Enfield,utla,2021-05-18,97581
E09000021,Kingston upon Thames,utla,2021-05-18,47037
E10000003,Cambridgeshire,utla,2021-05-18,214388
E10000025,Oxfordshire,utla,2021-05-18,210273
E10000027,Somerset,utla,2021-05-18,227986
E10000032,West Sussex,utla,2021-05-18,321977
S12000027,Shetland Islands,utla,2021-05-18,9275
S12000033,Aberdeen City,utla,2021-05-18,60818
S12000048,Perth and Kinross,utla,2021-05-18,54578
E06000007,Warrington,utla,2021-05-17,68797
E06000020,Telford and Wrekin,utla,2021-05-17,57457
E06000035,Medway,utla,2021-05-17,74733
E06000057,Northumberland,utla,2021-05-17,117338
E08000013,St. Helens,utla,2021-05-17,70533
E09000010,Enfield,utla,2021-05-17,96457
E09000021,Kingston upon Thames,utla,2021-05-17,46204
E10000003,Cambridgeshire,utla,2021-05-17,209461
E10000025,Oxfordshire,utla,2021-05-17,208334
